統計年度,按照別,區域別,生母年齡,出生者性別,嬰兒出生數
113,按登記日期分,臺中市北屯區,30歲,女,62
113,按登記日期分,臺中市北屯區,31歲,女,77
113,按登記日期分,臺中市北屯區,32歲,女,70
113,按登記日期分,臺中市北屯區,33歲,女,80
113,按登記日期分,臺中市北屯區,34歲,女,73
113,按登記日期分,臺中市北屯區,35歲,女,53
113,按登記日期分,臺中市北屯區,36歲,女,62
113,按登記日期分,臺中市北屯區,37歲,女,36
113,按登記日期分,臺中市北屯區,38歲,女,30
113,按登記日期分,臺中市北屯區,39歲,女,34
113,按登記日期分,臺中市北屯區,40歲,女,37
113,按登記日期分,臺中市北屯區,41歲,女,17
113,按登記日期分,臺中市北屯區,42歲,女,9
113,按登記日期分,臺中市北屯區,43歲,女,4
113,按登記日期分,臺中市北屯區,44歲,女,4
113,按登記日期分,臺中市北屯區,45歲,女,3
113,按登記日期分,臺中市北屯區,46歲,女,0
113,按登記日期分,臺中市北屯區,47歲,女,0
113,按登記日期分,臺中市北屯區,48歲,女,0
113,按登記日期分,臺中市北屯區,49歲,女,1
113,按登記日期分,臺中市北屯區,50歲以上,女,1
113,按登記日期分,臺中市豐原區,未滿15歲,男,0
113,按登記日期分,臺中市豐原區,15歲,男,0
113,按登記日期分,臺中市豐原區,16歲,男,1
113,按登記日期分,臺中市豐原區,17歲,男,0
113,按登記日期分,臺中市豐原區,18歲,男,0
113,按登記日期分,臺中市豐原區,19歲,男,3
113,按登記日期分,臺中市豐原區,20歲,男,3
113,按登記日期分,臺中市豐原區,21歲,男,11
113,按登記日期分,臺中市豐原區,22歲,男,3
113,按登記日期分,臺中市豐原區,23歲,男,3
113,按登記日期分,臺中市豐原區,24歲,男,12
113,按登記日期分,臺中市豐原區,25歲,男,12
113,按登記日期分,臺中市豐原區,26歲,男,15
113,按登記日期分,臺中市豐原區,27歲,男,24
113,按登記日期分,臺中市豐原區,28歲,男,32
113,按登記日期分,臺中市豐原區,29歲,男,27
113,按登記日期分,臺中市豐原區,30歲,男,35
113,按登記日期分,臺中市豐原區,31歲,男,42
113,按登記日期分,臺中市豐原區,32歲,男,30
113,按登記日期分,臺中市豐原區,33歲,男,37
113,按登記日期分,臺中市豐原區,34歲,男,21
113,按登記日期分,臺中市豐原區,35歲,男,28
113,按登記日期分,臺中市豐原區,36歲,男,25
113,按登記日期分,臺中市豐原區,37歲,男,13
113,按登記日期分,臺中市豐原區,38歲,男,17
113,按登記日期分,臺中市豐原區,39歲,男,13
113,按登記日期分,臺中市豐原區,40歲,男,13
113,按登記日期分,臺中市豐原區,41歲,男,10
113,按登記日期分,臺中市豐原區,42歲,男,4
113,按登記日期分,臺中市豐原區,43歲,男,4
113,按登記日期分,臺中市豐原區,44歲,男,0
113,按登記日期分,臺中市豐原區,45歲,男,0
113,按登記日期分,臺中市豐原區,46歲,男,3
113,按登記日期分,臺中市豐原區,47歲,男,0
113,按登記日期分,臺中市豐原區,48歲,男,0
113,按登記日期分,臺中市豐原區,49歲,男,0
113,按登記日期分,臺中市豐原區,50歲以上,男,0
113,按登記日期分,臺中市豐原區,未滿15歲,女,0
113,按登記日期分,臺中市豐原區,15歲,女,0
113,按登記日期分,臺中市豐原區,16歲,女,0
113,按登記日期分,臺中市豐原區,17歲,女,2
113,按登記日期分,臺中市豐原區,18歲,女,0
113,按登記日期分,臺中市豐原區,19歲,女,2
113,按登記日期分,臺中市豐原區,20歲,女,1
113,按登記日期分,臺中市豐原區,21歲,女,7
113,按登記日期分,臺中市豐原區,22歲,女,7
113,按登記日期分,臺中市豐原區,23歲,女,6
113,按登記日期分,臺中市豐原區,24歲,女,9
113,按登記日期分,臺中市豐原區,25歲,女,11
113,按登記日期分,臺中市豐原區,26歲,女,10
113,按登記日期分,臺中市豐原區,27歲,女,12
113,按登記日期分,臺中市豐原區,28歲,女,21
113,按登記日期分,臺中市豐原區,29歲,女,38
113,按登記日期分,臺中市豐原區,30歲,女,33
113,按登記日期分,臺中市豐原區,31歲,女,30
113,按登記日期分,臺中市豐原區,32歲,女,28
113,按登記日期分,臺中市豐原區,33歲,女,37
113,按登記日期分,臺中市豐原區,34歲,女,24
113,按登記日期分,臺中市豐原區,35歲,女,23
113,按登記日期分,臺中市豐原區,36歲,女,23
113,按登記日期分,臺中市豐原區,37歲,女,25
113,按登記日期分,臺中市豐原區,38歲,女,19
113,按登記日期分,臺中市豐原區,39歲,女,13
113,按登記日期分,臺中市豐原區,40歲,女,10
113,按登記日期分,臺中市豐原區,41歲,女,11
113,按登記日期分,臺中市豐原區,42歲,女,4
113,按登記日期分,臺中市豐原區,43歲,女,2
113,按登記日期分,臺中市豐原區,44歲,女,2
113,按登記日期分,臺中市豐原區,45歲,女,3
113,按登記日期分,臺中市豐原區,46歲,女,0
113,按登記日期分,臺中市豐原區,47歲,女,0
113,按登記日期分,臺中市豐原區,48歲,女,0
113,按登記日期分,臺中市豐原區,49歲,女,0
113,按登記日期分,臺中市豐原區,50歲以上,女,0
113,按登記日期分,臺中市東勢區,未滿15歲,男,0
113,按登記日期分,臺中市東勢區,15歲,男,0
113,按登記日期分,臺中市東勢區,16歲,男,0
113,按登記日期分,臺中市東勢區,17歲,男,2
113,按登記日期分,臺中市東勢區,18歲,男,0
113,按登記日期分,臺中市東勢區,19歲,男,3
113,按登記日期分,臺中市東勢區,20歲,男,1
113,按登記日期分,臺中市東勢區,21歲,男,2
113,按登記日期分,臺中市東勢區,22歲,男,3
113,按登記日期分,臺中市東勢區,23歲,男,5
113,按登記日期分,臺中市東勢區,24歲,男,5
113,按登記日期分,臺中市東勢區,25歲,男,3
113,按登記日期分,臺中市東勢區,26歲,男,6
113,按登記日期分,臺中市東勢區,27歲,男,6
113,按登記日期分,臺中市東勢區,28歲,男,10
113,按登記日期分,臺中市東勢區,29歲,男,6
113,按登記日期分,臺中市東勢區,30歲,男,11
113,按登記日期分,臺中市東勢區,31歲,男,10
113,按登記日期分,臺中市東勢區,32歲,男,13
113,按登記日期分,臺中市東勢區,33歲,男,9
113,按登記日期分,臺中市東勢區,34歲,男,6
113,按登記日期分,臺中市東勢區,35歲,男,5
113,按登記日期分,臺中市東勢區,36歲,男,4
113,按登記日期分,臺中市東勢區,37歲,男,5
113,按登記日期分,臺中市東勢區,38歲,男,4
113,按登記日期分,臺中市東勢區,39歲,男,2
113,按登記日期分,臺中市東勢區,40歲,男,2
113,按登記日期分,臺中市東勢區,41歲,男,0
113,按登記日期分,臺中市東勢區,42歲,男,2
113,按登記日期分,臺中市東勢區,43歲,男,3
113,按登記日期分,臺中市東勢區,44歲,男,1
113,按登記日期分,臺中市東勢區,45歲,男,0
113,按登記日期分,臺中市東勢區,46歲,男,1
113,按登記日期分,臺中市東勢區,47歲,男,0
113,按登記日期分,臺中市東勢區,48歲,男,0
113,按登記日期分,臺中市東勢區,49歲,男,0
113,按登記日期分,臺中市東勢區,50歲以上,男,0
113,按登記日期分,臺中市東勢區,未滿15歲,女,0
113,按登記日期分,臺中市東勢區,15歲,女,0
113,按登記日期分,臺中市東勢區,16歲,女,0
113,按登記日期分,臺中市東勢區,17歲,女,0
113,按登記日期分,臺中市東勢區,18歲,女,1
113,按登記日期分,臺中市東勢區,19歲,女,0
113,按登記日期分,臺中市東勢區,20歲,女,0
113,按登記日期分,臺中市東勢區,21歲,女,5
113,按登記日期分,臺中市東勢區,22歲,女,0
113,按登記日期分,臺中市東勢區,23歲,女,4
113,按登記日期分,臺中市東勢區,24歲,女,3
113,按登記日期分,臺中市東勢區,25歲,女,6
113,按登記日期分,臺中市東勢區,26歲,女,10
113,按登記日期分,臺中市東勢區,27歲,女,8
113,按登記日期分,臺中市東勢區,28歲,女,3
113,按登記日期分,臺中市東勢區,29歲,女,6
113,按登記日期分,臺中市東勢區,30歲,女,5
113,按登記日期分,臺中市東勢區,31歲,女,5
113,按登記日期分,臺中市東勢區,32歲,女,7
113,按登記日期分,臺中市東勢區,33歲,女,6
113,按登記日期分,臺中市東勢區,34歲,女,8
113,按登記日期分,臺中市東勢區,35歲,女,4
113,按登記日期分,臺中市東勢區,36歲,女,1
113,按登記日期分,臺中市東勢區,37歲,女,1
113,按登記日期分,臺中市東勢區,38歲,女,6
113,按登記日期分,臺中市東勢區,39歲,女,5
113,按登記日期分,臺中市東勢區,40歲,女,3
113,按登記日期分,臺中市東勢區,41歲,女,1
113,按登記日期分,臺中市東勢區,42歲,女,0
113,按登記日期分,臺中市東勢區,43歲,女,1
113,按登記日期分,臺中市東勢區,44歲,女,0
113,按登記日期分,臺中市東勢區,45歲,女,0
113,按登記日期分,臺中市東勢區,46歲,女,0
113,按登記日期分,臺中市東勢區,47歲,女,0
113,按登記日期分,臺中市東勢區,48歲,女,0
113,按登記日期分,臺中市東勢區,49歲,女,0
113,按登記日期分,臺中市東勢區,50歲以上,女,0
113,按登記日期分,臺中市大甲區,未滿15歲,男,0
113,按登記日期分,臺中市大甲區,15歲,男,0
113,按登記日期分,臺中市大甲區,16歲,男,0
113,按登記日期分,臺中市大甲區,17歲,男,0
113,按登記日期分,臺中市大甲區,18歲,男,5
113,按登記日期分,臺中市大甲區,19歲,男,2
113,按登記日期分,臺中市大甲區,20歲,男,3
113,按登記日期分,臺中市大甲區,21歲,男,2
113,按登記日期分,臺中市大甲區,22歲,男,9
113,按登記日期分,臺中市大甲區,23歲,男,5
113,按登記日期分,臺中市大甲區,24歲,男,7
113,按登記日期分,臺中市大甲區,25歲,男,5
113,按登記日期分,臺中市大甲區,26歲,男,13
113,按登記日期分,臺中市大甲區,27歲,男,13
113,按登記日期分,臺中市大甲區,28歲,男,15
113,按登記日期分,臺中市大甲區,29歲,男,20
113,按登記日期分,臺中市大甲區,30歲,男,18
113,按登記日期分,臺中市大甲區,31歲,男,18
113,按登記日期分,臺中市大甲區,32歲,男,15
113,按登記日期分,臺中市大甲區,33歲,男,14
113,按登記日期分,臺中市大甲區,34歲,男,18
113,按登記日期分,臺中市大甲區,35歲,男,13
113,按登記日期分,臺中市大甲區,36歲,男,10
113,按登記日期分,臺中市大甲區,37歲,男,9
113,按登記日期分,臺中市大甲區,38歲,男,8
113,按登記日期分,臺中市大甲區,39歲,男,3
113,按登記日期分,臺中市大甲區,40歲,男,6
113,按登記日期分,臺中市大甲區,41歲,男,6
113,按登記日期分,臺中市大甲區,42歲,男,1
113,按登記日期分,臺中市大甲區,43歲,男,0
113,按登記日期分,臺中市大甲區,44歲,男,1
113,按登記日期分,臺中市大甲區,45歲,男,0
113,按登記日期分,臺中市大甲區,46歲,男,0
113,按登記日期分,臺中市大甲區,47歲,男,0
113,按登記日期分,臺中市大甲區,48歲,男,0
113,按登記日期分,臺中市大甲區,49歲,男,0
113,按登記日期分,臺中市大甲區,50歲以上,男,0
113,按登記日期分,臺中市大甲區,未滿15歲,女,0
113,按登記日期分,臺中市大甲區,15歲,女,0
113,按登記日期分,臺中市大甲區,16歲,女,1
113,按登記日期分,臺中市大甲區,17歲,女,0
113,按登記日期分,臺中市大甲區,18歲,女,1
113,按登記日期分,臺中市大甲區,19歲,女,1
113,按登記日期分,臺中市大甲區,20歲,女,2
113,按登記日期分,臺中市大甲區,21歲,女,6
113,按登記日期分,臺中市大甲區,22歲,女,3
113,按登記日期分,臺中市大甲區,23歲,女,8
113,按登記日期分,臺中市大甲區,24歲,女,10
113,按登記日期分,臺中市大甲區,25歲,女,9
113,按登記日期分,臺中市大甲區,26歲,女,3
113,按登記日期分,臺中市大甲區,27歲,女,17
113,按登記日期分,臺中市大甲區,28歲,女,19
113,按登記日期分,臺中市大甲區,29歲,女,16
113,按登記日期分,臺中市大甲區,30歲,女,18
113,按登記日期分,臺中市大甲區,31歲,女,16
113,按登記日期分,臺中市大甲區,32歲,女,24
113,按登記日期分,臺中市大甲區,33歲,女,18
113,按登記日期分,臺中市大甲區,34歲,女,14
113,按登記日期分,臺中市大甲區,35歲,女,12
113,按登記日期分,臺中市大甲區,36歲,女,13
113,按登記日期分,臺中市大甲區,37歲,女,4
113,按登記日期分,臺中市大甲區,38歲,女,9
113,按登記日期分,臺中市大甲區,39歲,女,7
113,按登記日期分,臺中市大甲區,40歲,女,5
113,按登記日期分,臺中市大甲區,41歲,女,5
113,按登記日期分,臺中市大甲區,42歲,女,3
113,按登記日期分,臺中市大甲區,43歲,女,0
113,按登記日期分,臺中市大甲區,44歲,女,1
113,按登記日期分,臺中市大甲區,45歲,女,2
113,按登記日期分,臺中市大甲區,46歲,女,0
113,按登記日期分,臺中市大甲區,47歲,女,0
113,按登記日期分,臺中市大甲區,48歲,女,0
113,按登記日期分,臺中市大甲區,49歲,女,0
113,按登記日期分,臺中市大甲區,50歲以上,女,0
113,按登記日期分,臺中市清水區,未滿15歲,男,0
113,按登記日期分,臺中市清水區,15歲,男,0
113,按登記日期分,臺中市清水區,16歲,男,0
113,按登記日期分,臺中市清水區,17歲,男,2
113,按登記日期分,臺中市清水區,18歲,男,0
113,按登記日期分,臺中市清水區,19歲,男,2
113,按登記日期分,臺中市清水區,20歲,男,2
113,按登記日期分,臺中市清水區,21歲,男,2
113,按登記日期分,臺中市清水區,22歲,男,6
113,按登記日期分,臺中市清水區,23歲,男,8
113,按登記日期分,臺中市清水區,24歲,男,10
113,按登記日期分,臺中市清水區,25歲,男,12
113,按登記日期分,臺中市清水區,26歲,男,22
113,按登記日期分,臺中市清水區,27歲,男,13
113,按登記日期分,臺中市清水區,28歲,男,20
113,按登記日期分,臺中市清水區,29歲,男,16
113,按登記日期分,臺中市清水區,30歲,男,17
113,按登記日期分,臺中市清水區,31歲,男,12
113,按登記日期分,臺中市清水區,32歲,男,24
113,按登記日期分,臺中市清水區,33歲,男,29
113,按登記日期分,臺中市清水區,34歲,男,20
113,按登記日期分,臺中市清水區,35歲,男,11
113,按登記日期分,臺中市清水區,36歲,男,12
113,按登記日期分,臺中市清水區,37歲,男,15
113,按登記日期分,臺中市清水區,38歲,男,12
113,按登記日期分,臺中市清水區,39歲,男,15
113,按登記日期分,臺中市清水區,40歲,男,4
113,按登記日期分,臺中市清水區,41歲,男,6
113,按登記日期分,臺中市清水區,42歲,男,2
113,按登記日期分,臺中市清水區,43歲,男,7
113,按登記日期分,臺中市清水區,44歲,男,0
113,按登記日期分,臺中市清水區,45歲,男,1
113,按登記日期分,臺中市清水區,46歲,男,0
113,按登記日期分,臺中市清水區,47歲,男,0
113,按登記日期分,臺中市清水區,48歲,男,0
113,按登記日期分,臺中市清水區,49歲,男,0
113,按登記日期分,臺中市清水區,50歲以上,男,0
113,按登記日期分,臺中市清水區,未滿15歲,女,0
113,按登記日期分,臺中市清水區,15歲,女,0
